id,title,content,candidate_entities,canonical_name,type,aliases,circle,weight,reviewer_notes
4,算力狂飙引发全球能源焦虑，中国如何破局？,"在产业落地层面，源网荷储多元互动正衍生出六类具体发展方向。在产业落地层面，源网荷储多元互动正衍生出六类具体发展方向。

界面新闻记者 | 田鹤琪
“2025年全球数据中心投资额达到7700亿美元，规模超越光伏、油气勘探开发行业投资，即将媲美油气与新能源产业的整体投资。算力训练与推理的背后，意味着全方位的基础设施投资。”
近日，第四届中国能源周在北京亦庄召开，睿咨得能源可再生能源与电力研究高级分析师邓思梦作出上述表述。这组数据揭示了一个关键产业拐点：算力产业加速引领全球能源投资，而电力供给正成为制约算力扩张的“卡脖子”环节。
从电力需求看，行业增长势头迅猛，预计2030年数据中心用电将占据全球总用电量的7%，成为全球用电量增速最快的行业。在高速发展的同时，全球算力产业也面临着项目批复周期长、电网设备交付慢、接网难度大等难题。
据邓思梦介绍，睿咨得收录的全球数据中心项目数量超1.5万个，涵盖在建、储备各类项目。区域分布上，美国项目储备量占比过半，位列全球首位，其次为中国、欧洲地区。
然而，受电力配套、政策审批、用地等多重因素制约，预计到2030年全球规划容量最终能按期投运的规模仅约半数。其",,,,,,,
16,创新药行业残酷真相：拿不回现金的BD一文不值,"在当下的中国创新药行业里，License-out的火爆像一束光。
几乎每隔几天，市场就会被一条新的出海喜讯点燃：某家Biotech将核心管线授权给跨国药企，交易总额数亿美元，甚至十几亿美元。

数据来源：《2025中国医药授权许可BD交易年度报告》
新闻稿里，数字巨大、措辞振奋，足以让投资人重新计算估值，也足以让一家现金吃紧的创新药企看到续命的希望。
但在跨国医药交易的真实世界里，签约从来不是终点。
合同落笔之后，还有反垄断审查、数据出境、人类遗传资源备案、个人信息合规、FDA文件更新……一道道看不见的闸门，可能拦住最关键的一笔钱。
对一家资产负债率一度高企的Biotech来说，这不是流程问题，而是生死问题。
正在冲刺科创板的苏州信诺维医药科技股份有限公司（简称“信诺维”），最近在一份长达500多页的问询函回复文件中，把这场“签约之后如何真正拿到钱”的战役，摊开给了整个行业。
这笔交易的对手方是跨国药企安斯泰来。2025年5月，安斯泰来看中了信诺维的核心ADC管线XNW27011，双方签署了总额高达15.36亿美元的独家许可协议。
其中，最关键的是1.3亿美元不可退还、不可抵扣的一次性",,,,,,,
110,付鹏：Token相当于工业时代的石油，未来或将没有银行、没有券商,付鹏：Token相当于工业时代的石油，未来或将没有银行、没有券商,,,,,,,
21,无人配送，怎么成了“新石器们”的角力场,"无人配送赛道，又有了微妙的变化。
新石器联合特来电推出全球首个无人车自动充电及运营中心——来电岛，意欲重新制定行业规则，而另外一家头部企业九识智能则推出新型重载无人配送产品，旨在打开市场边界。
这意味着，无人配送双雄加速跑马圈地。
作为一个新兴赛道，无人配送走到哪一步了？大厂也在积极布局，为何唱主角的是“新石器们”？低空配送会在未来构成挑战吗？
进入双雄争霸时代
提到无人驾驶，广为人熟知的是C端的无人驾驶出租车。
主打“不挑单、不拒载”的萝卜快跑早在2024年就出了圈，进入大众的主流视野，并持续引发互联网的关注。
其实，在B端也发展得如火如荼，快递配送、商超零售与批发货运为三大应用场景。
《2025年中国无人城配车行业白皮书》透露，2025年中国无人城配车的销量为2.2万辆，全国保有量超3万辆；预计2030年销量有望接近150万辆，总保有量将超350万辆。
不难看出，无人配送是一个蓝海市场。
值得一提的是，无人配送赛道领跑的是初创企业，新石器以51.6%的份额居首，九识智能以32.3%位居第二。

图源：《2025年中国无人城配车行业白皮书》
“不管是把物流车新能源化，还是把物流车和车",,,,,,,
137,“陈克明”公开道歉：全面停止生产、销售带有“手擀”相关表述的产品05-26 13:030评,“陈克明”公开道歉：全面停止生产、销售带有“手擀”相关表述的产品05-26 13:030评,,,,,,,
145,银行财眼｜农发行重庆市綦江支行被罚款30万元 因向“四证”不齐项目发放固定资产贷款,银行财眼｜农发行重庆市綦江支行被罚款30万元 因向“四证”不齐项目发放固定资产贷款,,,,,,,
107,鬼故事来了，又一位美联储理事高喊：准备加息,鬼故事来了，又一位美联储理事高喊：准备加息,,,,,,,
213,博鳌亚洲论坛2025年年会,博鳌亚洲论坛2025年年会,,,,,,,
105,凤凰湾区财经论坛・金融峰会,凤凰湾区财经论坛・金融峰会,,,,,,,
201,7超大特大城市，正在拼命建“第二高铁”,7超大特大城市，正在拼命建“第二高铁”,,,,,,,
57,三星大罢工风险暂时解除的背后：隐患仍存？韩国股市又能暴涨多久,"詹德斌认为，各种声音恰恰体现了罢工的核心争议点在于究竟谁才是企业业绩成果的真正贡献者。
央视新闻报道称，当地时间27日上午，据三星电子方面消息，日前进行的三星电子内部投票结果于当天公布。此前劳资双方达成的暂定协议在内部投票中获73.7%赞成通过，三星电子劳工大罢工风险暂时平息。
自去年底以来，三星电子内部围绕绩效奖金制度的争议不断升级。原本超4.5万员工从5月21日开始发起为期18天的罢工。就在罢工启动前夕，韩国政府紧急介入调解，双方最终达成一份临时工资协议，并对初步薪资协议进行投票。
上海市朝鲜半岛研究会副会长、上海对外经贸大学朝鲜半岛研究中心主任詹德斌告诉第一财经记者，纵观三星电子此次事件的来龙去脉，成因繁杂，“这场对峙更偏向‘悬崖谈判策略’，一方面企业不会继续大幅上调待遇，另一方面工会的过度诉求也受到政府约束，如果继续强行僵持，大概率无法获取更多权益。”

各方诉求难调
此次休战，避免了本可能对三星及科技行业造成的严重损害。自去年底以来，围绕奖金分配的争议，不仅三星电子的劳资双方，韩国政府、三星的股东，还有撑起韩国股市的散户，都被推到了风口浪尖。
在三星劳资双方就“临时协议”投票",,,,,,,
274,【05-25】国家能源局：推动到2030年我国初步建成新型电网,【05-25】国家能源局：推动到2030年我国初步建成新型电网,,,,,,,
14,“进口药妆集合店”鼻祖，破产了？,"5月26日，上海市第三中级人民法院发布公告称，上海优贝施化妆品有限公司（下称：上海优贝施）因无法清偿到期债务，且资不抵债，法院根据债权人同意，对其进行破产立案审查。
公开报道显示，上海优贝施的关联品牌，即是首批将进口药妆集合店引入国内、巅峰时期门店数量超过200家的连锁美妆集合店“+UBSKIN优贝施进口药妆”（以下简称“优贝施”）。
时移世易，昔日的行业龙头，如今已陷入破产境地。
01
巅峰时期200+门店
如今走向破产
根据国家企业信用信息公示系统显示，上海优贝施成立于2010年2月5日，注册资本300万元，经营范围包括化妆品、化工原料及产品等，该公司已于2020年5月19日被吊销营业执照，目前尚未注销。

图源：国家企业信用信息公示系统
根据《中华人民共和国企业破产法》规定，若对破产申请有异议，可在收到通知之日起7日内向法院提交书面异议及证据。目前上海优贝施一案处于破产审查阶段，尚未裁定受理破产申请。

图源：全国企业破产重整案件信息网
青眼根据公开联系方式试图联系上海优贝施，以了解其企业现状以及破产缘由，但截至发稿前，未收到回复邮件，且电话无人接通。
公开信息显示，UBSKIN",,,,,,,
7,绿电直连进入“点对群”时代,"应用绿电直连模式的用户主体更为多元，通过多主体共担成本，降低绿电直连的门槛和风险。应用绿电直连模式的用户主体更为多元，通过多主体共担成本，降低绿电直连的门槛和风险。

界面新闻记者 | 田鹤琪
在去年650号文的基础上，中国将绿电直连从“单用户专属”拓展为“多主体共享”，实现了从“1.0”到“2.0”的迭代升级。
近日，国家发展改革委、国家能源局联合印发《关于有序推动多用户绿电直连发展有关事项的通知》（发改能源〔2026〕688号，下称688号文）。这份文件被视为去年绿电直连政策的“升级版”。
在新能源装机爆发式增长、局部消纳压力凸显、出口企业面临碳关税壁垒的当下，新政不仅为风电、光伏等新能源消纳找到了一条新通路，也为算力中心、绿色氢氨醇、零碳园区等新兴产业提供了清晰的绿电获取机制。
从“一对一”到“一对多”
去年的650号文首次打开了“绿电直连”的大门，但主要面向单一大用户。此次688号文的最大突破，是形成了“多用户绿电直连项目”，即风电、太阳能发电、生物质发电等新能源发电，不直接接入公共电网，而是通过专用线路和变电设施向多个用户供给绿电。
睿咨得能源可再生能源与电力研究高级分析师邓",,,,,,,
109,1分钟封死涨停，6倍大牛股带火细分赛道，发生了什么？,1分钟封死涨停，6倍大牛股带火细分赛道，发生了什么？,,,,,,,
60,规上工业利润增速加快，需关注高油价对中下游企业利润侵蚀,"工业生产较快增长、价格回升，共同推动工业企业营业收入稳定增长。
国家统计局5月27日发布的最新数据显示，1-4月份，全国规模以上工业企业利润同比增长18.2%，较1-3月份加快2.7个百分点。其中4月份，全国规模以上工业企业利润增长24.7%。
国家统计局工业司首席统计师于卫宁表示，有效实施更加积极有为的宏观政策，工业生产较快增长，工业品价格回升，带动工业企业利润增长加快，装备制造业和高技术制造业等新动能行业引领作用明显，工业企业效益持续改善。
分规模看，1-4月份，规模以上大、中、小型工业企业利润分别同比增长19.7%、21.3%、12.0%；分企业类型看，1-4月份，股份制企业、私营企业、国有控股企业利润分别增长24.0%、23.7%、17.1%。
工业企业单位成本下降，盈利能力继续改善。1-4月份，规模以上工业企业每百元营业收入中的成本为84.94元，同比下降0.55元，工业企业累计单位成本今年以来连续四个月下降。规模以上工业企业营业收入利润率为5.43%，同比提高0.60个百分点，营收利润率达2023年以来同期最高水平。
于卫宁分析，工业生产保持较快增长，工业生产者出厂价格回升",,,,,,,
69,盘前必读丨美国公布月球基地建设路线图；深科技拟扩产高端存储芯片封测,"机构认为，权益资产迎来修复，投资者可布局主题机会。
【财经日历】
长鑫科技科创板IPO上会
中国1-4月规模以上工业企业利润年率
中国人民银行在香港发行300亿元中央银行票据
新西兰联储公布利率决议
鸿蒙智行问界M9系列新品发布会
财报发布：拼多多、快手

►►5月26日，国家能源局在深圳召开全国“人工智能+”能源现场推进会。会议强调，人工智能是建设能源强国、发展能源新质生产力的重要引擎，要深入贯彻落实党中央、国务院重大决策部署，抢抓全球人工智能发展战略机遇，持续深化能源应用场景开放，着力突破关键核心技术，促进算力电力高效协同，积极营造生态共建、资源共享、价值共创、未来共赢的良好氛围，推动形成人工智能和能源双向赋能、融合发展新格局。
►►工信部发布2026年汽车标准化工作要点。其中提到，推动新能源汽车标准发展。加快燃料电池电动汽车安全要求、电动汽车碰撞后安全要求、车用动力电池拆解破碎安全要求等标准研制，开展燃料电池电动汽车换氢安全、传导充电电磁兼容安全等标准研究。推动电池规格尺寸、热管理系统等标准发布，开展电动汽车充电性能、动力电池循环寿命、动力电池安全及性能评价、动力电池标签标识、动",,,,,,,
64,全球音乐剧市场逆势增长，中国如何接住这把火？,"作为全球音乐剧版图上增长最快的市场之一，中国展现出哪些特质，又将迎来怎样的变革？
近日，在上海文化广场举办的音乐剧发展论坛上，来自美国、英国、德国、韩国以及中国的资深从业者带来了一线观察。尽管文化背景不同，产业发展阶段各异，他们的分享皆印证了，音乐剧正成为文化消费中越来越重要的选项。
繁荣之下，也有暗流。在全球经济波动的环境下，音乐剧制作成本升高，观众消费习惯发生改变。各国从业者如何看待自身挑战？作为全球音乐剧版图上增长最快的市场之一，中国展现出哪些特质，又将迎来怎样的变革？
全球市场联动
“在数字化普及、流媒体和短视频平台兴起的背景下，百老汇、伦敦西区音乐剧的盈利能力超过好莱坞电影。”百老汇亚洲及百老汇国际集团主席西蒙·吉娜特用一组数据展示音乐剧的价值：《功夫熊猫》三部曲全球票房约15亿美元，而《剧院魅影》《猫》《妈妈咪呀》等经典音乐剧，凭借长期驻演、多地制作和全球授权，累计收入达到60亿美元。
在吉娜特看来，现场娱乐不只是一桩票房生意，也是城市经济的支柱。观众为一场百老汇演出奔赴纽约，带动酒店、餐饮、零售消费，支撑着无数工作岗位。另外，她还表示，经济下行的压力正影响着消费习惯。“全",,,,,,,
33,前逸动员工创立消费级智能船艇公司，半年内再获新融资｜硬氪首发,"作者｜黄楠
编辑｜袁斯来
硬氪获悉，安澜动力科技（深圳）有限公司（以下称“安澜动力”）日前完成数千万天使++轮融资，本轮由南山战新投独家投资。这是公司成立不足一年内完成的第三轮融资。资金将主要用于补充核心研发与量产团队人才，同步启动海外品牌建设与渠道开拓，并为下半年种子用户测试的BETA样机交付做好储备。
当陆地新能源载具进入存量博弈，一片长期被欧美垄断的蓝海市场正在水面觉醒。随着全球水域环保政策持续收紧、电动化技术日趋成熟、年轻用户对智能硬件接受度提升，消费级休闲船艇站在电动化与智能化跃迁的临界点，成为继新能源汽车后的又一个变革赛道。
一个清晰的行业趋势已然形成：从传统燃油机械船艇，转向电动智能、易操作、低维护的新一代水上载具，用户需求的迁移，让中国硬件公司看到了结构性的机会窗口。
安澜动力成立于2025年，由全球领先的船艇电动推进设备企业逸动科技几位前员工创立，核心团队来自小鹏汽车、香港科技大学、东莞理工、南安普顿大学等高校与企业，成员背景覆盖机器人、三电系统、整车智能架构、船艇制造及乘用车供应链。
团队从摩托艇品类切入，瞄准全球500亿美金级的消费级船艇市场，聚焦私人娱乐、发烧友",,,,,,,
256,【05-27】2026年度防爆电气行业产品质量安全技术交流暨行业质量提升倡议大会在郑州圆满召开,【05-27】2026年度防爆电气行业产品质量安全技术交流暨行业质量提升倡议大会在郑州圆满召开,,,,,,,
255,【02-11】2025年度电器工业创新成就遴选活动入选名单,【02-11】2025年度电器工业创新成就遴选活动入选名单,,,,,,,
43,美国4月PCE前瞻：逼近4%？美联储最青睐物价指标或点燃加息恐慌,"能源通胀影响正逐步扩散。
当地时间周四，美国经济统计局（BEA）将公布4月PCE通胀报告。
近期公布的数据显示，通胀压力尚未完全释放，4月整体通胀率与核心通胀率同比料双双上行。在高通胀环境下，外界普遍认为，美联储将在6月议息会议上维持利率不变，并可能在2026年年底前启动加息。
数据爆表
市场预测显示，受能源成本推升、叠加本就顽固的物价压力影响，这项核心通胀指标有望创下2023年以来新高。
目前高昂燃油成本已开始传导至经济其他领域。官方数据显示，全美普通汽油均价已从伊朗冲突前的每加仑2.94美元，飙升至4月底的4.12美元。食品杂货价格上月涨幅也创下近四年新高。服装、机票及租金等商品和服务价格同样大幅走高。与此同时，AI相关需求的爆发式增长导致全球存储芯片供应紧张，推动个人电脑及相关硬件配件价格持续上行，进一步加剧了通胀黏性。
据财经数据公司FactSet预测，4月PCE物价指数同比上涨3.9%，远高于美联储2%的通胀目标；环比上涨0.53%。剔除食品和能源价格的核心PCE指数，4月环比预计上涨0.3%、同比上涨3.3%，两项数据较3月均小幅上行0.1个百分点。
晨星资深美国经济学家普",,,,,,,
46,芯片股回调高通跌6%，中国资产闪耀，美伊备忘录现争议原油大跳水,"黄金失守4500美元关口。
*三大股指收高，道指涨近200点；
*中长期美债收益率回落，2年期美债报4.03%；
*纳斯达克中国金龙指数涨超1%。
受美伊和谈推进影响，原油价格与美债收益率双双回落，周三美国三大股指联袂创历史新高。截至收盘，道指涨182.60点，涨幅0.36%，报50644.28点，纳指涨0.07%，报26674.73点，标普500指数涨0.02%，报7520.36点。

 
【热门股表现】
明星科技股普涨，Meta涨3.74%，亚马逊涨2.47%，特斯拉涨1.56%，苹果涨0.82%，谷歌平盘，微软跌0.81%。

个股方面，费城半导体指数从纪录高位下跌1.4%。此前大幅走高的芯片板块集体回调：英特尔跌1.4%，迈威尔科技跌4.6%，高通周二大涨后回落6%，芯片巨头英伟达跌1.05%。
摩根大通跌2.4%，拖累整体银行板块。该行首席执行官戴蒙警示，今年整体支出或将较此前预估高出10亿美元。
资金轮动至医疗与消费股，宝洁涨3.2%，联合健康涨1.9%。
美高梅度假村涨约9%，摩根大通、特鲁伊斯特双双上调该股评级与目标价。
波士顿科学大跌近12%，公司首席执行官迈克・马奥",,,,,,,
215,亚洲金融论坛,亚洲金融论坛,,,,,,,
211,2025中国企业出海高峰论坛,2025中国企业出海高峰论坛,,,,,,,
72,“死了么”复活成“在么在么”，融资千万后接入杭州社区,"产品能否成功，这是一场比融资更漫长的验证。
时隔4个月，曾经在1月火上热搜又突遭下架的“死了么”APP宣布回来了，定位仍然是独居人群的安全工具，2.0版本的新名字是“在么在么”。
“中间四个月经历了很多事情，导致（新产品）延期，真正开发的时间是两个月。”近日，月境未来、“在么在么”（前“死了么”）创始人吕功琛接受第一财经记者采访时表示，新名字是从当时的一次名称征集里发现的，团队认为“在么在么”是日常社交生活中可能经常会用到的打招呼用语，也比较好记住。
这是“死了么”第二次更名，1月中旬，“死了么”App爆火，因猎奇又有点黑色幽默的命名在社交平台引发争议，随后团队宣布启用全球化品牌名Demumu，次日官方账号发文称之前的更名尝试不尽如人意，决定把命名权交给网友，征集名称。
此前，“死了么”的功能较为简单，仅为“每日签到+超时邮件提醒”，开发成本1500元，是团队3名95后远程协作完成，但精准击中了1.25亿中国独居人口的安全焦虑，1月中旬曾连续多天登顶苹果应用商店付费榜，用户量暴涨800倍。1月15日，该APP突遭下架，团队并未透露原因。
吕功琛表示，目前公司团队从3个人增加到了4个，仍",,,,,,,
15,快手新老铁，不愿天天见,"5月27日，快手发布2026年第一季度财报。
从表面看，略好于预期：营收337亿元，超出分析师预期0.9%；经调整净利润33.74亿元，超预期11.3%；月活用户达到7.72亿，创下历史新高。
但真正值得关注的，不是这几个“超预期”数字，而是DAU/MAU比率。快手一季度DAU/MAU为53.5%，比市场预期低3.7个百分点，是整张报表里miss幅度最大的单项指标。

这意味着，快手的用户规模还在涨，但用户打开频率和活跃深度没有同步改善。对一个靠广告、电商和直播变现的内容平台来说，这比单季利润下降问题大。
1
直播下滑，老铁经济继续退潮
直播是快手最早的商业化支柱，也是它区别于抖音的重要标签。
一年前，快手还在电话会上强调直播收入同比增长14.4%，称其为“恢复正增长趋势”的信号。但四个季度之后，这条线已经跌到-13.5%。
直播收入增速轨迹非常清楚：1Q25为+14.4%，2Q25为+8.0%，3Q25为+2.5%，4Q25为-1.9%，到1Q26变成-13.5%。这不是季节性波动，而是一条持续下行曲线，而且下滑速度在加快。

快手早期依靠老铁经济、公会生态和打赏分成建立了商业闭环，",,,,,,,
3,能源早报 | 赣锋锂业与MinRes就一锂矿项目达成最终投资决定；英国石油公司董事长被撤职,"中广核云南540兆瓦光伏项目群全面开工建设，投资超18.7亿元；中远海能向海南海能增资10.18亿元用于油轮建造项目。中广核云南540兆瓦光伏项目群全面开工建设，投资超18.7亿元；中远海能向海南海能增资10.18亿元用于油轮建造项目。
赣锋锂业与MinRes就一锂矿项目达成最终投资决定
澳大利亚矿业公司Mineral Resources（MinRes）5月26日宣布，其与合资伙伴赣锋锂业已就Mt Marion锂矿项目建设浮选厂及开发地下开采正式做出最终投资决定，该项目在100%权益基础上的总资本投资预计为4.90亿澳元，资金将分摊在2027和2028财年，其中包括浮选厂2.40亿澳元、地下前期生产开发2.20亿澳元及非加工基础设施3000万澳元。按当前约2700美元/吨SC6的锂精矿现货价格计算，该项目的投资回收期将不足一年。
中广核云南540兆瓦光伏项目群全面开工建设，投资超18.7亿元
5月26日，据云南省能源局官微消息，近日，中广核云南保山隆阳区540兆瓦光伏项目群全面开工建设，总投资超18.7亿元。据测算，项目建成投运后，预计年平均上网电量超过7.2亿千瓦时。
因信息披露违规",,,,,,,
22,IP授权“暴利”与“暴雷”：从圆谷沃贝等上市公司看市场变化,"上周，文创潮发布了一 篇 文章，介绍了国内影视出版领域的上市公司，纷纷进军潮玩和IP衍生品的现象，回顾：“IP派”加速
在版权方争相转型“IP运营”、希望获得更强确定性的同时，IP授权也在发生着变化。
今天，我们就从国内国外的一些案例，看看IP授权在当下的趋势。
毛利率超8成的“暴利”生意

总部在加拿大多伦多、运营《天线宝宝》《花园宝宝》《草莓甜心》等动漫IP的沃贝（WildBrain），2026年第一季度的持续经营业务收入为6120万加元，其中2513.4万加元（约人民币1.24亿）来自IP授权，3606.1万加元来自影视内容制作与分发。
可见，虽然沃贝关掉了赖以起家但近年严重拖累业绩的电视网络业务，目前它主要还是个内容发行公司。
利润方面，沃贝的内容制作与发行业务，实现了558.7万加元毛利润，部门亏损174.3万加元；IP授权业务实现2236.3万加元毛利润（约合人民币1.1亿），部门利润1139.5万加元。
近期，沃贝的IP授权业务已经有多个季度的毛利率超过80%甚至高于90%，运营利润率也能在50%上下，和连续亏损的内容发行业务形成鲜明对比。

其实，不光沃贝，还有许多公司",,,,,,,
129,欧洲央行副行长：高估值与地缘风险叠加 市场回调风险正在上升05-27 22:360评,欧洲央行副行长：高估值与地缘风险叠加 市场回调风险正在上升05-27 22:360评,,,,,,,
76,直播,直播,,,,,,,
83,房产,房产,,,,,,,
243,沪公网安备31010402006047号,沪公网安备31010402006047号,,,,,,,
8,山西煤矿事故已致90人遇难，为何现代化煤矿仍防不住瓦斯爆炸？,"瓦斯可称为煤矿安全的最大威胁者。瓦斯可称为煤矿安全的最大威胁者。

界面新闻记者｜田鹤琪 蒋习
界面新闻编辑｜张慧
山西一煤矿发生重大事故。
5月23日上午，山西沁源县应急管理局发布关于留神峪煤矿发生瓦斯爆炸的通报，5月22日19时29分，沁源县通洲集团留神峪煤矿发生瓦斯爆炸，井下当班作业人员247人。事故发生后，山西省市县党委政府立即启动应急响应，并当即赶赴现场指挥救援工作。
据央视新闻报道，截至5月23日下午14时许，事故已造成90人死亡。
当天下午13时30分至14时许，界面新闻致电沁源县应急管理局，值班人员表示，正在和前线联系，目前未收到任何反馈，一切消息以官方新闻发布会或通报为准。
长治市应急管理局工作人员告诉界面新闻，目前未收到事件最新进展，正与沁源县县局联系，其对于救援人员部署也不清楚。
留神峪煤矿隶属于山西通洲集团留神峪煤业有限公司(下称留神峪煤业)。天眼查APP信息显示，留神峪煤业成立于2010年8月，控股股东为山西通州煤焦集团股份有限公司(下称山西通州煤焦集团)，持股比例为94.56%，实际控制人为任铁柱。
界面新闻发现，今年1月9日，长治市能源局官网披露，已完成了",,,,,,,
223,保护隐私权,保护隐私权,,,,,,,
144,银行财眼｜恒丰银行潍坊分行被罚款45万元 因违规发放无实际用途贷款等,银行财眼｜恒丰银行潍坊分行被罚款45万元 因违规发放无实际用途贷款等,,,,,,,
118,新政策落地，学区房危险了05-28 07:190评,新政策落地，学区房危险了05-28 07:190评,,,,,,,
133,午后，20%涨停05-26 14:590评,午后，20%涨停05-26 14:590评,,,,,,,
163,科技股，午后爆发,科技股，午后爆发,,,,,,,
37,“星球大战”已不是票房印钞机？迪士尼：不重要，我玩的是几百亿的 IP 生意,"好莱坞的生意经，从来都不止于电影本身
近期的全球电影市场被正被新片《星球大战：曼达洛人与古古》统治， 该片上映四天拿下1.63 亿美元票房，但还是有很多人为“星球大战”这个 IP 担心。

因为《曼达洛人与古古》是“星战宇宙”时隔近 7 年推出的全新电影。对于这样的超级 IP，没有大爆，是不是就就意味着失败？
与“担忧”相对的，还有一种“乐观”的声音：对迪士尼来说，“星球大战”这个 IP的票房收入从来都只是冰山一角。
从1977 年首部《星球大战》电影上映，到现在走过近半个世纪，“星球大战”IP 早已成长为一个商业帝国。电影、剧集、游戏、漫画、衍生品、授权、主题公园……几乎每一个能想象到的娱乐消费场景，都有“原力”的印记。
“星球大战”的IP帝国是如何建立起来的？这中间，迪士尼扮演了什么样的角色？
我们又能从中获得哪些启示呢？
故事要从 1977 年的夏天讲起……
01 空盒子卖爆！40 亿“卖身”！细数“星战”IP 帝国发家史
1977年乔治·卢卡斯拍完《星球大战》，片子还没上映，他就做了一个在当时看来近乎疯狂的决定：主动放弃部分导演片酬，换来了这部电影所有衍生品和续集的授权权益。
",,,,,,,
47,世界杯临近，美加相继发布旅行禁令严防埃博拉,"谭德塞25日表示，本轮疫情尤其棘手。

距离2026年世界杯揭幕战还剩两周，然而埃博拉疫情令美国和加拿大相继推出临时边境管制措施。
当地时间26日，加拿大政府发布公告称，自27日起，禁止所有刚果（金）、乌干达和南苏丹居民入境加拿大，禁令有效期为90天。公告还称，过去21天内曾到访过这些地区且无症状的加拿大公民、永久居民和外国居民等，将必须进行21天的隔离。
此前，美国政府宣布，暂时禁止在过去21天内曾到访刚果（金）、乌干达或南苏丹的非美国公民和美国合法永久居民，即绿卡持有者入境。到访过这些地区的美国公民仍可以入境，但需前往指定机场。
受上述旅行和入境限制影响，刚果（金）国家男子足球队25日宣布，已取消原定在首都金沙萨启动的世界杯备战计划，改为直接在欧洲集训并停留至少21天后再赴美参赛。该国足协表示，部分已购买世界杯门票的刚果（金）球迷可能因美国相关限制措施无法获得赴美签证，国际足联已承诺研究刚果（金）足协提出的退票方案。

美国CDC招人加强入境筛查
据报道，美国疾病控制与预防中心（CDC）向员工发出“紧急请求”，招募更多人员加强入境点的埃博拉病毒筛查工作，包括公共卫生顾问、急救专家和",,,,,,,
208,2024年博鳌亚洲论坛,2024年博鳌亚洲论坛,,,,,,,
38,当热门韩剧也有了一股国产短剧味儿,"面对同样被短视频改造的观众、同样缩短的注意力阈值，各自的产业都在试图给出不同的解法。
最近刷社交媒体，有两部韩剧的存在感高得绕不开。
一部是朝 鲜恶女被赐死后穿越2026年，附身十八线演员，对上冷面财阀的《我的王室死对头》；另一部是女霸总为跨越阶级倒追王室大君，契约结婚先婚后爱的《21世纪大君夫人》。两个故事放在一起，穿越、恶女、财阀、霸总、契约婚姻，关键词排列组合下来，几乎可以无缝填入任何一个国产短剧或网文模板里。
这两部剧确实在5月交替霸占了韩剧的收视冠军。《我的王室死对头》收视率从首集4.1%一路涨到第6集的10.4%，Netflix全球热榜上也有它的位置；《21世纪大君夫人》更猛，大结局全国收视率冲到13.8%，首都圈14.1%，瞬间最高冲到16.1%。

数据上看，两部剧都算得上“火”了。但切换到中国观众的视角，两部剧的舆论待遇却天差地别。
1

都是套路
为什么一个真香一个骂都懒得骂？
《我的王室死对头》在中国的口碑堪称“集体真香现场”。初期舆论几乎一致吐槽男主角颜值—，但播到中后段，风向开始扭转，吐槽变成了“对不起，越看越顺眼”，甚至有人说“好几年没守着电视看剧了，这",,,,,,,
239,投研,投研,,,,,,,
82,汽车,汽车,,,,,,,
106,丰元资本李强：大模型估值泡沫显著，AI初创项目陷“越好越快死”的怪圈,丰元资本李强：大模型估值泡沫显著，AI初创项目陷“越好越快死”的怪圈,,,,,,,
39,AI漫剧遇冷，爆改日漫老番成为新宠？,"过去一年，AI漫剧几乎以“工业流水线”速度占领短剧市场。
中国网络视听协会发布的《微短剧创作指引》显示，2026年第一季度上线的12.8万部微短剧中，AI微短剧占比已超过95%。但产能狂飙背后，行业却开始迅速降温：保底取消、爆款减少、监管收紧，大量同质化AI内容正在失去用户耐心。
不过，一类特殊内容却在逆势扩散——由经典动漫、漫画IP改编而来的AI真人漫剧。
从《漩涡》《犬夜叉》到《元气少女缘结神》《黑执事》，越来越多创作者开始借助AI，把“纸片人”重新拉进真人世界。而有趣的是，相比真人漫改长期被吐槽“毁原作”，这类AI真人版反而意外收获了大量二次元用户的宽容与追捧。
当AI开始进入二次元世界，一个新的问题也浮现出来：为什么AI真人化，反而比真人演员更接近“二次元”？
01
AI爆改日漫老番
纵观近期在国内平台上更新的此类援引二次元IP的AI真人漫剧，基本上来自于改编日本经典动漫IP。除了全球顶流《海贼王》《火影忍者》是被AI化的主力外，不少相对垂类的动漫IP也收获了一定的关注。
比如抖音博主“Ezio_li”根据漫画家伊藤润二作品《漩涡》所制作的同名AI真人漫剧，目前仅更新13支视频",,,,,,,
63,新股N长进盘中一度大涨1500%，单签盈利近30万,"截至发稿，股价有所回落，涨超1200%。
5月27日，新股N长进盘中一度大涨1500%，股价突破680元，最高报688.88元，一签盈利近30万。截至发稿，股价有所回落，涨超1200%。

招股书显示，长进光子主要从事特种光纤的研发、生产和销售。公司主要产品掺稀土光纤是特种光纤的重要子类，广泛应用于先进制造、光通信、测量传感、国防军工、医疗健康、科学研究等领域。
财务方面，2023年、2024年及2025年，长进光子营业收入分别为1.45亿元、1.92亿元、2.47亿元，净利润分别为5465.65万元、7575.59万元、9564.04万元，主营业务毛利率分别为69.31%、69.13%、65.06%。
根据公司初步预测，2026年1-3月营业收入5200万元-5500万元，同比增长16.25%-22.96%；归母净利润1556万元-1640万元，同比增长2.49%-8.02%。",,,,,,,
